property_id,prop_name,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,region,facilities_provided
149,Taming Mutiara,1200,Bandar Sungai Long,Apartment,3,2,2,986,Fully Furnished,Selangor,"Security, Lift, Playground, Multipurpose hall, Minimart, Jogging Track, Washing Machine"
1526,TAR Villa,1400,Setapak,Apartment,4,1,2,1000,Partially Furnished,Kuala Lumpur,"Security, Minimart, Barbeque area, Playground, Air-Cond, Near KTM/LRT, Washing Machine"
1237,Taragon Puteri Bintang,1500,Pudu,Service Residence,1,1,1,520,Fully Furnished,Kuala Lumpur,"Sauna, Gymnasium, Playground, Swimming Pool, Security, Lift, Minimart, Near KTM/LRT, Air-Cond, Washing Machine"
440,Tasik Heights Apartment,1200,Cheras,Apartment,3,1,2,854,Unfurnished,Selangor,"Lift, Security, Playground, Swimming Pool, Barbeque area, Minimart, Near KTM/LRT"
162,Tasikmas,1300,Bandar Tasik Selatan,Apartment,3,1,2,850,Fully Furnished,Kuala Lumpur,"Security, Lift, Near KTM/LRT, Washing Machine, Air-Cond"
583,Temasya 8,2500,Glenmarie,Service Residence,2,2,2,936,Partially Furnished,Selangor,"Swimming Pool, Playground, Gymnasium, Security, Lift, Minimart, Air-Cond, Washing Machine"
1262,Templer Impian,1500,Rawang,Condominium,3,1,3,1500,Fully Furnished,Selangor,"Security, Swimming Pool, Minimart, Lift, Playground, Air-Cond, Washing Machine"
121,Ten Kinrara,1800,Bandar Kinrara,Service Residence,2,2,2,861,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Air-Cond, Near KTM/LRT"
1263,Teratai Apartment (Taman Bunga Raya),400,Rawang,Apartment,3,1,1,100,Unfurnished,Selangor,Cooking Allowed
729,Teratai Apartment @ Taman Sutera,600,Kajang,Apartment,3,1,2,850,Partially Furnished,Selangor,"Security, Playground"
1527,Teratai Mewah Apartment,900,Setapak,Apartment,3,1,1,657,Partially Furnished,Kuala Lumpur,"Playground, Security, Lift, Swimming Pool, Gymnasium, Club house, Jogging Track, Sauna, Barbeque area, Tennis Court, Squash Court, Minimart, Multipurpose hall, Air-Cond, Internet, Near KTM/LRT, Washing Machine"
1528,Teratai Mewah Condominium,1600,Setapak,Condominium,3,1,2,997,Fully Furnished,Kuala Lumpur,"Club house, Multipurpose hall, Swimming Pool, Gymnasium, Security, Playground, Minimart, Lift, Near KTM/LRT, Washing Machine"
1772,Teratak Muhibbah,1000,Taman Desa,Apartment,3,1,2,650,Unfurnished,Kuala Lumpur,"Playground, Lift, Washing Machine"
1437,The Academia @ South City Plaza,1300,Seri Kembangan,Service Residence,3,1,2,1200,Partially Furnished,Selangor,"Multipurpose hall, Minimart, Tennis Court, Barbeque area, Jogging Track, Playground, Swimming Pool, Gymnasium, Squash Court, Security, Air-Cond, Washing Machine"
1773,The Address @ Taman Desa,3300,Taman Desa,Condominium,4,2,3,1118,Fully Furnished,Kuala Lumpur,"Swimming Pool, Gymnasium, Security, Barbeque area, Sauna, Minimart, Jogging Track, Lift, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
906,The Amber Residences,1599,Kota Kemuning,Service Residence,2,1,1,657,Partially Furnished,Selangor,"Playground, Security, Sauna, Barbeque area, Jogging Track, Lift, Swimming Pool, Gymnasium, Multipurpose hall, Tennis Court, Air-Cond, Washing Machine"
294,The Andes Condo Villa @ Bukit Jalil,2000,Bukit Jalil,Condominium,3,2,3,1325,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Sauna, Multipurpose hall, Jogging Track, Air-Cond"
441,The Annex @ Medan Connaught,1200,Cheras,Service Residence,2,1,1,595,Partially Furnished,Kuala Lumpur,"Gymnasium, Security, Swimming Pool, Playground, Lift, Barbeque area, Air-Cond"
510,The Arc @ Cyberjaya,1300,Cyberjaya,Apartment,3,1,2,950,Fully Furnished,Selangor,"Jogging Track, Security, Gymnasium, Minimart, Playground, Swimming Pool, Lift, Multipurpose hall, Squash Court, Air-Cond, Washing Machine"
1652,The Armanna @ Kemuning Prima,1600,Shah Alam,Condominium,3,2,2,1023,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Gymnasium, Air-Cond"
73,The Astaria,1300,Ampang,Apartment,3,1,2,998,Fully Furnished,Selangor,"Swimming Pool, Tennis Court, Security, Playground, Gymnasium, Minimart, Jogging Track, Squash Court, Lift, Multipurpose hall, Club house, Barbeque area, Air-Cond, Near KTM/LRT, Washing Machine"
1112,The Azure Residences,2500,Petaling Jaya,Service Residence,2,2,1,780,Fully Furnished,Selangor,"Swimming Pool, Gymnasium, Multipurpose hall, Playground, Security, Lift, Sauna, Barbeque area, Minimart, Tennis Court, Jogging Track, Club house, Squash Court, Air-Cond, Washing Machine"
884,The Binjai,16000,KLCC,Condominium,4,2,5,3218,Fully Furnished,Kuala Lumpur,"Security, Multipurpose hall, Gymnasium, Squash Court, Swimming Pool, Tennis Court, Sauna, Air-Cond, Near KTM/LRT, Washing Machine"
618,The Birch,1900,Jalan Ipoh,Service Residence,2,1,1,611,Partially Furnished,Kuala Lumpur,"Swimming Pool, Jogging Track, Playground, Multipurpose hall, Gymnasium, Barbeque area, Security, Lift, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1349,The Capers,2300,Sentul,Service Residence,3,2,3,999,Partially Furnished,Kuala Lumpur,"Swimming Pool, Gymnasium, Security, Jogging Track, Barbeque area, Sauna, Playground, Lift, Minimart, Multipurpose hall, Club house, Air-Cond, Near KTM/LRT, Washing Machine"
466,The Capsquare Residences,4800,City Centre,Condominium,5,2,4,2850,Fully Furnished,Kuala Lumpur,"Minimart, Playground, Swimming Pool, Gymnasium, Squash Court, Sauna, Club house, Security, Jogging Track, Barbeque area, Lift, Multipurpose hall, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1736,The Centrina,1500,Sungai Besi,Service Residence,3,2,2,1130,Partially Furnished,Kuala Lumpur,"Sauna, Swimming Pool, Barbeque area, Playground, Lift, Security, Gymnasium, Minimart, Multipurpose hall, Air-Cond"
74,The Chancellor Condominium,2000,Ampang,Condominium,3,1,2,1300,Fully Furnished,Kuala Lumpur,"Security, Swimming Pool, Playground, Lift, Minimart, Air-Cond, Washing Machine"
827,The Colony by Infinitum,1900,KL City,Service Residence,1,1,1,450,Partially Furnished,Kuala Lumpur,"Multipurpose hall, Club house, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine"
1737,The Court @ Central Residence,1800,Sungai Besi,Service Residence,3,2,2,1090,Fully Furnished,Kuala Lumpur,"Security, Barbeque area, Swimming Pool, Gymnasium, Lift, Sauna, Playground, Multipurpose hall, Minimart, Air-Cond, Washing Machine"
633,The Crest Jalan Sultan Ismail,3200,Jalan Sultan Ismail,Service Residence,3,1,2,1182,Partially Furnished,Kuala Lumpur,"Barbeque area, Security, Minimart, Swimming Pool, Playground, Squash Court, Sauna, Club house, Tennis Court, Gymnasium, Jogging Track, Lift, Multipurpose hall, Air-Cond"
511,The Domain @ NeoCyber,750,Cyberjaya,Condominium,1,1,1,550,Partially Furnished,Selangor,"Security, Playground, Gymnasium, Minimart, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1721,The Edge Residen,1500,Subang Jaya,Service Residence,2,2,2,700,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Gymnasium, Minimart, Multipurpose hall, Air-Cond, Washing Machine"
75,The Elements,1800,Ampang,Condominium,1,1,1,705,Fully Furnished,Kuala Lumpur,"Multipurpose hall, Gymnasium, Jogging Track, Sauna, Security, Swimming Pool, Barbeque area, Playground, Lift, Air-Cond, Washing Machine"
1285,The Era,2450,Segambut,Condominium,2,2,2,900,Fully Furnished,Kuala Lumpur,"Playground, Security, Swimming Pool, Gymnasium, Sauna, Lift, Multipurpose hall, Club house, Barbeque area, Air-Cond, Washing Machine, Near KTM/LRT"
249,The Establishment,2500,Brickfields,Service Residence,1,1,1,468,Fully Furnished,Kuala Lumpur,"Air-Cond, Near KTM/LRT, Washing Machine"
1350,THE FENNEL AT SENTUL EAST,2500,Sentul,Condominium,3,2,3,1237,Fully Furnished,Kuala Lumpur,"Lift, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Air-Cond, Near KTM/LRT, Washing Machine"
828,The Forum,2800,KL City,Condominium,3,1,2,1450,Partially Furnished,Kuala Lumpur,"Minimart, Squash Court, Sauna, Swimming Pool, Gymnasium, Tennis Court, Playground, Barbeque area, Security, Air-Cond, Washing Machine, Near KTM/LRT"
584,The Glenz @ Glenmarie,1200,Glenmarie,Condominium,1,1,1,600,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1653,"The Glenz, Glenmarie",1300,Shah Alam,Service Residence,1,1,1,485,Partially Furnished,Selangor,"Swimming Pool, Playground, Security, Lift, Gymnasium, Jogging Track, Near KTM/LRT"
218,The Goodwood Residence,4500,Bangsar South,Service Residence,4,2,3,1200,Fully Furnished,Kuala Lumpur,"Swimming Pool, Security, Gymnasium, Multipurpose hall, Playground, Jogging Track, Lift, Barbeque area, Club house, Sauna, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1654,The Greens (Residensi Hijauan) @ Subang West,1900,Shah Alam,Condominium,3,2,2,915,Fully Furnished,Selangor,"Swimming Pool, Gymnasium, Tennis Court, Playground, Squash Court, Security, Jogging Track, Club house, Barbeque area, Multipurpose hall, Minimart, Lift, Air-Cond, Washing Machine"
1824,The Hamilton,2600,Wangsa Maju,Condominium,4,2,2,1000,Fully Furnished,Kuala Lumpur,"Multipurpose hall, Playground, Gymnasium, Barbeque area, Jogging Track, Security, Swimming Pool, Air-Cond, Near KTM/LRT, Washing Machine"
442,The Hamstead,1400,Cheras,Condominium,3,2,2,1003,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
781,The Harz,2100,Kepong,Condominium,3,2,2,1216,Fully Furnished,Kuala Lumpur,"Security, Lift, Playground, Sauna, Barbeque area, Gymnasium, Swimming Pool, Multipurpose hall, Jogging Track, Squash Court, Tennis Court, Minimart, Air-Cond, Washing Machine"
802,The Haute,2000,Keramat,Condominium,3,3,2,1050,Partially Furnished,Kuala Lumpur,"Gymnasium, Multipurpose hall, Swimming Pool, Security, Lift, Playground, Air-Cond, Near KTM/LRT, Washing Machine"
295,The Havre @ Bukit Jalil,2500,Bukit Jalil,Condominium,3,2,2,1028,Fully Furnished,Kuala Lumpur,"Security, Squash Court, Jogging Track, Lift, Multipurpose hall, Minimart, Swimming Pool, Gymnasium, Barbeque area, Sauna, Club house, Playground, Tennis Court, Air-Cond, Near KTM/LRT, Washing Machine"
782,The Henge Kepong,2200,Kepong,Condominium,3,2,2,1100,Fully Furnished,Kuala Lumpur,"Playground, Swimming Pool, Jogging Track, Security, Tennis Court, Lift, Multipurpose hall, Gymnasium, Barbeque area, Minimart, Squash Court, Sauna, Club house, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1438,The Heritage,1300,Seri Kembangan,Service Residence,1,1,1,500,Fully Furnished,Selangor,"Gymnasium, Squash Court, Sauna, Security, Playground, Swimming Pool, Club house, Tennis Court, Barbeque area, Jogging Track, Minimart, Air-Cond, Near KTM/LRT, Washing Machine"
929,The Hermington,1688,Kuchai Lama,Condominium,3,2,2,1100,Partially Furnished,Kuala Lumpur,"Playground, Swimming Pool, Gymnasium, Jogging Track, Sauna, Multipurpose hall, Security, Lift, Barbeque area, Minimart, Tennis Court, Squash Court, Club house, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1219,The Heron Residency,1200,Puchong,Condominium,1,1,1,552,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Air-Cond, Washing Machine"
783,The Herz,2300,Kepong,Apartment,3,2,2,1216,Fully Furnished,Kuala Lumpur,"Playground, Gymnasium, Squash Court, Barbeque area, Multipurpose hall, Minimart, Tennis Court, Jogging Track, Sauna, Club house, Swimming Pool, Security, Lift, Air-Cond, Near KTM/LRT, Washing Machine"
1774,The Hipster @ Taman Desa,4200,Taman Desa,Condominium,5,2,6,1842,Fully Furnished,Kuala Lumpur,"Minimart, Gymnasium, Security, Playground, Swimming Pool, Lift, Barbeque area, Multipurpose hall, Jogging Track, Air-Cond, Washing Machine"
443,The Holmes,1600,Cheras,Condominium,3,2,2,1018,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine"
444,The Holmes 2,1800,Cheras,Condominium,3,2,2,1106,Partially Furnished,Kuala Lumpur,"Jogging Track, Sauna, Swimming Pool, Gymnasium, Security, Playground, Barbeque area, Multipurpose hall, Air-Cond, Near KTM/LRT, Washing Machine"
1113,The Hub SS2,1800,Petaling Jaya,Condominium,1,1,1,510,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Gymnasium, Playground, Minimart, Jogging Track, Air-Cond, Internet"
124,The iResidence Condominium,3000,Bandar Mahkota Cheras,Condominium,5,2,3,2185,Fully Furnished,Selangor,"Security, Swimming Pool, Minimart, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track, Club house, Lift, Air-Cond, Near KTM/LRT, Washing Machine"
1114,The Istara,2400,Petaling Jaya,Condominium,3,1,2,1350,Fully Furnished,Selangor,"Jogging Track, Playground, Swimming Pool, Gymnasium, Squash Court, Minimart, Multipurpose hall, Security, Barbeque area, Tennis Court, Sauna, Air-Cond, Near KTM/LRT, Washing Machine"
1738,The Leafz,2900,Sungai Besi,Service Residence,2,2,2,1317,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Multipurpose hall, Air-Cond, Washing Machine"
1529,The Loft @ ZetaPark,2300,Setapak,Condominium,3,2,4,1300,Fully Furnished,Kuala Lumpur,"Gymnasium, Multipurpose hall, Swimming Pool, Security, Jogging Track, Lift, Playground, Barbeque area, Minimart, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
445,The Lumayan Apartment,1600,Cheras,Apartment,3,1,2,830,Fully Furnished,Kuala Lumpur,"Swimming Pool, Security, Minimart, Playground, Lift, Multipurpose hall, Barbeque area, Air-Cond, Washing Machine"
263,The Manhattan,2800,Bukit Bintang,Condominium,1,1,1,175,Fully Furnished,Kuala Lumpur,"Barbeque area, Security, Swimming Pool, Gymnasium, Club house, Air-Cond, Near KTM/LRT, Washing Machine"
446,The Mark,1300,Cheras,Condominium,1,2,1,618,Fully Furnished,Kuala Lumpur,"Playground, Gymnasium, Barbeque area, Sauna, Multipurpose hall, Security, Club house, Lift, Swimming Pool, Minimart, Air-Cond, Washing Machine, Near KTM/LRT"
76,The Meritz,5000,Ampang,Condominium,3,1,2,1497,Fully Furnished,Kuala Lumpur,"Security, Squash Court, Swimming Pool, Gymnasium, Lift, Sauna, Minimart, Playground, Jogging Track, Air-Cond, Washing Machine"
885,The Mews,3000,KLCC,Service Residence,1,1,1,925,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Gymnasium, Air-Cond, Near KTM/LRT"
1530,The Nest Residence,1600,Setapak,Condominium,3,2,2,855,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Washing Machine"
1531,The Nest Residence @ Genting Klang,1600,Setapak,Service Residence,3,1,2,770,Fully Furnished,Kuala Lumpur,"Playground, Gymnasium, Jogging Track, Lift, Minimart, Tennis Court, Squash Court, Security, Swimming Pool, Air-Cond"
1000,The Nest Residences,1600,Old Klang Road,Condominium,2,1,2,755,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
447,The Netizen @ Bandar Tun Hussein Onn,3200,Cheras,Apartment,4,2,3,2029,Fully Furnished,Selangor,"Security, Barbeque area, Air-Cond, Near KTM/LRT, Washing Machine"
1369,The Olive,1688,Sepang,Condominium,3,2,2,818,Fully Furnished,Selangor,"Security, Playground, Lift, Swimming Pool, Gymnasium, Air-Cond, Near KTM/LRT, Washing Machine"
968,The Ooak (Kiara 163),3200,Mont Kiara,Condominium,3,2,2,940,Fully Furnished,Kuala Lumpur,"Barbeque area, Playground, Gymnasium, Swimming Pool, Lift, Security, Sauna, Multipurpose hall, Club house, Air-Cond, Washing Machine"
467,The Orion,3000,City Centre,Condominium,3,3,3,1323,Fully Furnished,Kuala Lumpur,"Playground, Swimming Pool, Barbeque area, Jogging Track, Gymnasium, Squash Court, Lift, Security, Minimart, Club house, Air-Cond, Internet, Near KTM/LRT, Washing Machine"
886,The Oval,17000,KLCC,Condominium,7,4,7,7800,Fully Furnished,Kuala Lumpur,"Playground, Security, Sauna, Swimming Pool, Gymnasium, Air-Cond, Near KTM/LRT, Washing Machine"
803,The Palladium,1900,Keramat,Condominium,3,1,2,907,Fully Furnished,Kuala Lumpur,"Squash Court, Playground, Swimming Pool, Security, Minimart, Multipurpose hall, Lift, Air-Cond"
1351,The Pano,1600,Sentul,Service Residence,1,1,1,609,Partially Furnished,Kuala Lumpur,"Security, Barbeque area, Multipurpose hall, Playground, Gymnasium, Air-Cond, Near KTM/LRT, Washing Machine"
296,"The Park 2, Pavilion Bukit Jalil",3200,Bukit Jalil,Service Residence,2,1,2,750,Fully Furnished,Kuala Lumpur,"Swimming Pool, Security, Gymnasium, Playground, Lift, Minimart, Air-Cond, Washing Machine"
1034,The Park Residences (Pantai),4200,Pantai,Condominium,4,2,3,1910,Fully Furnished,Kuala Lumpur,"Club house, Swimming Pool, Security, Playground, Gymnasium, Jogging Track, Barbeque area, Lift, Air-Cond, Near KTM/LRT"
297,The Park Sky Residence @ Bukit Jalil City,3600,Bukit Jalil,Service Residence,3,2,2,1039,Fully Furnished,Kuala Lumpur,"Multipurpose hall, Playground, Swimming Pool, Security, Air-Cond, Washing Machine"
907,The Parque Residences @ Eco Sanctuary,2000,Kota Kemuning,Condominium,2,2,1,721,Fully Furnished,Selangor,"Barbeque area, Multipurpose hall, Club house, Playground, Security, Jogging Track, Sauna, Swimming Pool, Gymnasium, Lift, Air-Cond, Washing Machine"
1001,The Pearl (Pearl Point),1750,Old Klang Road,Condominium,5,1,2,1100,Partially Furnished,Kuala Lumpur,"Swimming Pool, Security, Sauna, Minimart, Gymnasium, Playground, Lift, Multipurpose hall, Air-Cond, Near KTM/LRT, Washing Machine"
512,The Place @ Cyberjaya,1200,Cyberjaya,Condominium,1,1,1,530,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium"
1787,The Plaza Condominium,4300,Taman Tun Dr Ismail,Condominium,4,2,3,1826,Fully Furnished,Kuala Lumpur,"Playground, Jogging Track, Club house, Swimming Pool, Tennis Court, Sauna, Security, Barbeque area, Minimart, Squash Court, Gymnasium, Lift, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1532,The Reach @ Titiwangsa,2500,Setapak,Condominium,3,2,3,1433,Partially Furnished,Kuala Lumpur,"Security, Swimming Pool, Gymnasium, Squash Court, Lift, Playground, Sauna, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Barbeque area, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1722,The Regina,1950,Subang Jaya,Condominium,4,2,3,1345,Fully Furnished,Selangor,"Security, Gymnasium, Lift, Swimming Pool, Playground, Sauna, Club house, Jogging Track, Tennis Court, Barbeque area, Minimart, Multipurpose hall, Air-Cond, Washing Machine"
1317,The Residence 1 @ Tiara South,750,Semenyih,Apartment,3,2,2,850,Unfurnished,Selangor,"Security, Lift, Air-Cond"
77,The Resident,1600,Ampang,Condominium,3,1,2,1171,Partially Furnished,Kuala Lumpur,"Swimming Pool, Playground, Security, Lift, Gymnasium, Sauna, Multipurpose hall, Jogging Track, Air-Cond, Near KTM/LRT"
78,The Ridge @ KL East,2450,Ampang,Service Residence,2,2,2,990,Fully Furnished,Kuala Lumpur,"Security, Barbeque area, Swimming Pool, Gymnasium, Jogging Track, Multipurpose hall, Playground, Air-Cond, Near KTM/LRT"
264,The Robertson,2300,Bukit Bintang,Condominium,1,1,1,586,Partially Furnished,Kuala Lumpur,"Multipurpose hall, Playground, Security, Jogging Track, Barbeque area, Swimming Pool, Gymnasium, Sauna, Lift, Minimart, Air-Cond, Near KTM/LRT, Washing Machine"
1352,The Saffron,2400,Sentul,Condominium,3,1,2,1000,Partially Furnished,Kuala Lumpur,"Swimming Pool, Gymnasium, Barbeque area, Club house, Minimart, Playground, Security, Jogging Track, Lift, Multipurpose hall, Air-Cond, Near KTM/LRT"
1439,The Sanderson,1999,Seri Kembangan,Condominium,4,2,3,1600,Fully Furnished,Selangor,"Multipurpose hall, Jogging Track, Gymnasium, Swimming Pool, Barbeque area, Playground, Club house, Security, Minimart, Lift, Air-Cond, Near KTM/LRT, Washing Machine"
1002,The Scott Garden,1600,Old Klang Road,Duplex,1,1,2,755,Unfurnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Near KTM/LRT"
1003,The Scott Soho,1700,Old Klang Road,Duplex,1,1,2,872,Fully Furnished,Kuala Lumpur,"Security, Gymnasium, Barbeque area, Swimming Pool, Jogging Track, Lift, Playground, Sauna, Minimart, Multipurpose hall, Air-Cond, Washing Machine"
832,The Sentral Residences,3300,KL Sentral,Service Residence,2,1,1,1087,Fully Furnished,Kuala Lumpur,"Barbeque area, Security, Playground, Sauna, Club house, Swimming Pool, Lift, Gymnasium, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine"
1674,The Signature (Sri Hartamas),1800,Sri Hartamas,Service Residence,1,1,1,411,Fully Furnished,Kuala Lumpur,"Security, Swimming Pool, Gymnasium, Club house, Multipurpose hall, Air-Cond"
448,The Sky Residence @ Shamelin,1600,Cheras,Service Residence,2,1,2,668,Partially Furnished,Kuala Lumpur,"Security, Lift, Playground, Gymnasium, Barbeque area, Sauna, Swimming Pool, Multipurpose hall, Jogging Track, Minimart, Air-Cond, Near KTM/LRT"
1723,The Square SOHO @ One City USJ 25,1800,Subang Jaya,Service Residence,2,1,2,742,Fully Furnished,Selangor,"Multipurpose hall, Jogging Track, Barbeque area, Security, Playground, Swimming Pool, Gymnasium, Lift, Air-Cond, Near KTM/LRT, Washing Machine"
1353,The Tamarind,1800,Sentul,Condominium,2,1,2,900,Fully Furnished,Kuala Lumpur,"Swimming Pool, Gymnasium, Club house, Tennis Court, Playground, Barbeque area, Security, Minimart, Air-Cond, Near KTM/LRT, Washing Machine"
548,The Trees Damansara,2500,Damansara Perdana,Condominium,3,2,2,1025,Partially Furnished,Selangor,"Swimming Pool, Lift, Security, Gymnasium, Air-Cond"
887,The Troika,4800,KLCC,Condominium,1,1,2,1348,Fully Furnished,Kuala Lumpur,"Tennis Court, Club house, Barbeque area, Playground, Swimming Pool, Lift, Multipurpose hall, Gymnasium, Squash Court, Jogging Track, Sauna, Security, Minimart, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1533,"The Veo, Kuala Lumpur",1800,Setapak,Condominium,1,1,1,753,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Minimart, Gymnasium, Multipurpose hall, Sauna, Barbeque area, Air-Cond"
1739,The Vyne,1500,Sungai Besi,Condominium,2,1,2,855,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Squash Court, Air-Cond"
784,The Westside One,3400,Kepong,Condominium,3,2,3,1380,Partially Furnished,Kuala Lumpur,"Tennis Court, Multipurpose hall, Swimming Pool, Gymnasium, Security, Barbeque area, Playground, Lift, Club house, Minimart, Sauna, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
571,The Westside Two,3200,Desa ParkCity,Condominium,2,2,2,1390,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1220,The Wharf (Puchong),1250,Puchong,Condominium,2,1,2,835,Partially Furnished,Selangor,"Swimming Pool, Gymnasium, Multipurpose hall, Security, Jogging Track, Playground, Lift, Barbeque area, Minimart, Air-Cond, Washing Machine"
1221,The Wharf Residence,1250,Puchong,Condominium,2,1,2,795,Partially Furnished,Selangor,"Security, Multipurpose hall, Playground, Swimming Pool, Gymnasium, Jogging Track, Air-Cond"
298,The Z Residence,1500,Bukit Jalil,Condominium,3,2,2,1236,Partially Furnished,Kuala Lumpur,"Minimart, Swimming Pool, Gymnasium, Sauna, Security, Barbeque area, Playground, Jogging Track, Lift, Multipurpose hall, Air-Cond, Near KTM/LRT"
1222,The Zest @ Kinrara 9,1800,Puchong,Condominium,3,2,2,1119,Fully Furnished,Selangor,"Security, Lift, Playground, Swimming Pool, Gymnasium, Multipurpose hall, Jogging Track, Air-Cond, Washing Machine, Near KTM/LRT"
532,The Zizz,1700,Damansara Damai,Condominium,3,2,2,800,Fully Furnished,Selangor,"Gymnasium, Security, Lift, Swimming Pool, Playground, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Squash Court, Air-Cond, Near KTM/LRT, Washing Machine"
513,Third Avenue,1800,Cyberjaya,Apartment,3,2,2,770,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track, Tennis Court, Air-Cond, Washing Machine"
888,Three28 Tun Razak,3400,KLCC,Service Residence,2,1,2,1055,Fully Furnished,Kuala Lumpur,"Minimart, Playground, Security, Swimming Pool, Gymnasium, Lift, Multipurpose hall, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
79,Tiara Duta,1650,Ampang,Condominium,3,1,2,1500,Partially Furnished,Selangor,"Tennis Court, Security, Playground, Swimming Pool, Barbeque area, Lift, Minimart, Jogging Track, Air-Cond"
1318,Tiara East,1100,Semenyih,Apartment,3,2,2,1000,Fully Furnished,Selangor,"Security, Playground, Tennis Court, Jogging Track, Minimart, Gymnasium, Squash Court, Lift, Multipurpose hall, Internet, Air-Cond, Washing Machine"
1775,Tiara Faber,1200,Taman Desa,Condominium,3,2,2,1200,Partially Furnished,Kuala Lumpur,"Tennis Court, Squash Court, Security, Gymnasium, Jogging Track, Barbeque area, Sauna, Club house, Minimart, Playground, Swimming Pool, Air-Cond, Washing Machine"
449,Tiara Hatamas,1100,Cheras,Condominium,3,1,2,932,Partially Furnished,Kuala Lumpur,"Playground, Jogging Track, Barbeque area, Security, Swimming Pool, Lift, Multipurpose hall, Air-Cond, Near KTM/LRT"
730,Tiara Imperio @ Bangi,900,Kajang,Condominium,1,1,1,466,Partially Furnished,Selangor,"Security, Lift, Playground, Swimming Pool, Gymnasium, Air-Cond"
80,Tiara Intan,1300,Ampang,Condominium,3,1,2,900,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Air-Cond"
